"PART_ID","REF_PART_ID","TYPE","LANGUAGE","META_VALUES","CREATE_TIME","MODIFY_TIME","STATUS"
GKPC-106,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-106,GX96-IPC,CrossSellReference,en,Rank|1#,2019-08-21 17:25:24,2019-08-21 17:25:24,"1"
GKPC-106,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:24,2019-08-21 17:25:24,"1"
GKPC-106,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:24,2019-08-21 17:25:24,"1"
GKPC-106,GX96-IPC,CrossSellReference,es,Rank|1#,2019-08-21 17:26:45,2019-08-21 17:26:45,"1"
GKPC-106,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:45,2019-08-21 17:26:45,"1"
GKPC-106,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:45,2019-08-21 17:26:45,"1"
GKPC-106,GX96-IPC,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:43,2019-08-21 17:24:43,"1"
GKPC-106,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:43,2019-08-21 17:24:43,"1"
GKPC-106,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:43,2019-08-21 17:24:43,"1"
GKPC-106,GX96-IPC,CrossSellReference,it,Rank|1#,2019-08-21 17:25:46,2019-08-21 17:25:46,"1"
GKPC-106,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:46,2019-08-21 17:25:46,"1"
GKPC-106,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:46,2019-08-21 17:25:46,"1"
GKPC-106,GX96-IPC,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:12,2019-08-21 17:26:12,"1"
GKPC-106,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:12,2019-08-21 17:26:12,"1"
GKPC-106,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:12,2019-08-21 17:26:12,"1"
GKPC-106,GX96-IPC,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:20,2019-08-21 17:24:20,"1"
GKPC-106,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:20,2019-08-21 17:24:20,"1"
GKPC-106,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:20,2019-08-21 17:24:20,"1"
GKPC-234,GX96-IPC,CrossSellReference,de,Rank|1#,2019-08-21 17:25:05,2019-08-21 17:25:05,"1"
GKPC-234,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:05,2019-08-21 17:25:05,"1"
GKPC-234,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:05,2019-08-21 17:25:05,"1"
GKPC-234,GX96-IPC,CrossSellReference,en,Rank|1#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-234,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-234,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-234,GX96-IPC,CrossSellReference,es,Rank|1#,2019-08-21 17:26:47,2019-08-21 17:26:47,"1"
GKPC-234,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:47,2019-08-21 17:26:47,"1"
GKPC-234,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:47,2019-08-21 17:26:47,"1"
GKPC-234,GX96-IPC,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-234,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-234,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-234,GX96-IPC,CrossSellReference,it,Rank|1#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-234,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-234,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-234,GX96-IPC,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:14,2019-08-21 17:26:14,"1"
GKPC-234,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:14,2019-08-21 17:26:14,"1"
GKPC-234,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:14,2019-08-21 17:26:14,"1"
GKPC-234,GX96-IPC,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:22,2019-08-21 17:24:22,"1"
GKPC-234,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:22,2019-08-21 17:24:22,"1"
GKPC-234,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:22,2019-08-21 17:24:22,"1"
GKPC-311,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-311,GX96-IPC,CrossSellReference,de,Rank|1#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-311,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-311,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-311,GX96-IPC,CrossSellReference,en,Rank|1#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-311,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-311,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:46,2019-08-21 17:26:46,"1"
GKPC-311,GX96-IPC,CrossSellReference,es,Rank|1#,2019-08-21 17:26:46,2019-08-21 17:26:46,"1"
GKPC-311,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:46,2019-08-21 17:26:46,"1"
GKPC-311,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-311,GX96-IPC,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-311,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-311,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-311,GX96-IPC,CrossSellReference,it,Rank|1#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-311,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-311,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:13,2019-08-21 17:26:13,"1"
GKPC-311,GX96-IPC,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:13,2019-08-21 17:26:13,"1"
GKPC-311,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:13,2019-08-21 17:26:13,"1"
GKPC-311,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-311,GX96-IPC,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-311,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-315,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:05,2019-08-21 17:25:05,"1"
GKPC-315,GX96-IPC,CrossSellReference,de,Rank|1#,2019-08-21 17:25:05,2019-08-21 17:25:05,"1"
GKPC-315,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:05,2019-08-21 17:25:05,"1"
GKPC-315,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-315,GX96-IPC,CrossSellReference,en,Rank|1#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-315,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-315,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:47,2019-08-21 17:26:47,"1"
GKPC-315,GX96-IPC,CrossSellReference,es,Rank|1#,2019-08-21 17:26:47,2019-08-21 17:26:47,"1"
GKPC-315,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:47,2019-08-21 17:26:47,"1"
GKPC-315,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-315,GX96-IPC,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-315,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-315,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-315,GX96-IPC,CrossSellReference,it,Rank|1#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-315,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-315,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:13,2019-08-21 17:26:13,"1"
GKPC-315,GX96-IPC,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:13,2019-08-21 17:26:13,"1"
GKPC-315,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:13,2019-08-21 17:26:13,"1"
GKPC-315,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-315,GX96-IPC,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-315,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-319,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-319,GX96-IPC,CrossSellReference,de,Rank|1#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-319,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-319,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-319,GX96-IPC,CrossSellReference,en,Rank|1#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-319,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-319,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:46,2019-08-21 17:26:46,"1"
GKPC-319,GX96-IPC,CrossSellReference,es,Rank|1#,2019-08-21 17:26:46,2019-08-21 17:26:46,"1"
GKPC-319,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:46,2019-08-21 17:26:46,"1"
GKPC-319,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-319,GX96-IPC,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-319,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-319,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-319,GX96-IPC,CrossSellReference,it,Rank|1#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-319,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-319,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:12,2019-08-21 17:26:12,"1"
GKPC-319,GX96-IPC,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:12,2019-08-21 17:26:12,"1"
GKPC-319,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:12,2019-08-21 17:26:12,"1"
GKPC-319,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-319,GX96-IPC,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-319,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-320,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-320,GX96-IPC,CrossSellReference,de,Rank|1#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-320,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-320,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-320,GX96-IPC,CrossSellReference,en,Rank|1#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-320,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:25,2019-08-21 17:25:25,"1"
GKPC-320,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:46,2019-08-21 17:26:46,"1"
GKPC-320,GX96-IPC,CrossSellReference,es,Rank|1#,2019-08-21 17:26:46,2019-08-21 17:26:46,"1"
GKPC-320,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:46,2019-08-21 17:26:46,"1"
GKPC-320,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-320,GX96-IPC,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-320,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:44,2019-08-21 17:24:44,"1"
GKPC-320,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-320,GX96-IPC,CrossSellReference,it,Rank|1#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-320,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:47,2019-08-21 17:25:47,"1"
GKPC-320,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:13,2019-08-21 17:26:13,"1"
GKPC-320,GX96-IPC,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:13,2019-08-21 17:26:13,"1"
GKPC-320,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:13,2019-08-21 17:26:13,"1"
GKPC-320,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-320,GX96-IPC,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-320,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:21,2019-08-21 17:24:21,"1"
GKPC-401,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-401,GX96-IPC,CrossSellReference,de,Rank|1#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-401,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:04,2019-08-21 17:25:04,"1"
GKPC-401,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:24,2019-08-21 17:25:24,"1"
GKPC-401,GX96-IPC,CrossSellReference,en,Rank|1#,2019-08-21 17:25:24,2019-08-21 17:25:24,"1"
