"PART_ID","REF_PART_ID","TYPE","LANGUAGE","META_VALUES","CREATE_TIME","MODIFY_TIME","STATUS"
GS96-PC,GKPC-020-P,CrossSellReference,it,Rank|1#,2019-08-21 17:25:53,2019-08-21 17:25:53,"1"
GS96-PC,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:21,2019-08-21 17:26:21,"1"
GS96-PC,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:21,2019-08-21 17:26:21,"1"
GS96-PC,GKPC-020-P,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:21,2019-08-21 17:26:21,"1"
GS96-PC,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:28,2019-08-21 17:24:28,"1"
GS96-PC,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:28,2019-08-21 17:24:28,"1"
GS96-PC,GKPC-020-P,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:28,2019-08-21 17:24:28,"1"
GS96-SAQ,GKRP-2503,CrossSellReference,de,Rank|1#,2019-08-28 16:19:24,2019-08-28 16:19:24,"1"
GS96-SAQ,GKRP-2503,CrossSellReference,en,Rank|1#,2019-08-28 16:19:34,2019-08-28 16:19:34,"1"
GS96-SAQ,GKRP-2503,CrossSellReference,es,Rank|1#,2019-08-28 16:20:03,2019-08-28 16:20:03,"1"
GS96-SAQ,GKRP-2503,CrossSellReference,fr,Rank|1#,2019-08-28 16:19:13,2019-08-28 16:19:13,"1"
GS96-SAQ,GKRP-2503,CrossSellReference,it,Rank|1#,2019-08-28 16:19:43,2019-08-28 16:19:43,"1"
GS96-SAQ,GKRP-2503,CrossSellReference,ja,Rank|1#,2019-08-28 16:19:54,2019-08-28 16:19:54,"1"
GS96-SAQ,GKRP-2503,CrossSellReference,zh,Rank|1#,2019-08-28 16:19:03,2019-08-28 16:19:03,"1"
GX24-101,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX24-101,GKPC-020-P,CrossSellReference,de,Rank|1#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX24-101,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX24-101,GX100,CrossSellReference,de,Rank|4#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX24-101,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX24-101,GKPC-020-P,CrossSellReference,en,Rank|1#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX24-101,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX24-101,GX100,CrossSellReference,en,Rank|4#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX24-101,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX24-101,GKPC-020-P,CrossSellReference,es,Rank|1#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX24-101,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX24-101,GX100,CrossSellReference,es,Rank|4#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX24-101,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX24-101,GKPC-020-P,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX24-101,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX24-101,GX100,CrossSellReference,fr,Rank|4#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX24-101,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX24-101,GKPC-020-P,CrossSellReference,it,Rank|1#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX24-101,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX24-101,GX100,CrossSellReference,it,Rank|4#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX24-101,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX24-101,GKPC-020-P,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX24-101,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX24-101,GX100,CrossSellReference,ja,Rank|4#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX24-101,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX24-101,GKPC-020-P,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX24-101,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX24-101,GX100,CrossSellReference,zh,Rank|4#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX24-401AB,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:12,2019-08-21 17:25:12,"1"
GX24-401AB,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:12,2019-08-21 17:25:12,"1"
GX24-401AB,GKSB-005,CrossSellReference,de,Rank|1#,2019-08-21 17:25:12,2019-08-21 17:25:12,"1"
GX24-401AB,GX100,CrossSellReference,de,Rank|4#,2019-08-21 17:25:12,2019-08-21 17:25:12,"1"
GX24-401AB,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:33,2019-08-21 17:25:33,"1"
GX24-401AB,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:33,2019-08-21 17:25:33,"1"
GX24-401AB,GKSB-005,CrossSellReference,en,Rank|1#,2019-08-21 17:25:33,2019-08-21 17:25:33,"1"
GX24-401AB,GX100,CrossSellReference,en,Rank|4#,2019-08-21 17:25:33,2019-08-21 17:25:33,"1"
GX24-401AB,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:58,2019-08-21 17:26:58,"1"
GX24-401AB,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:58,2019-08-21 17:26:58,"1"
GX24-401AB,GKSB-005,CrossSellReference,es,Rank|1#,2019-08-21 17:26:58,2019-08-21 17:26:58,"1"
GX24-401AB,GX100,CrossSellReference,es,Rank|4#,2019-08-21 17:26:58,2019-08-21 17:26:58,"1"
GX24-401AB,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:52,2019-08-21 17:24:52,"1"
GX24-401AB,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:52,2019-08-21 17:24:52,"1"
GX24-401AB,GKSB-005,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:52,2019-08-21 17:24:52,"1"
GX24-401AB,GX100,CrossSellReference,fr,Rank|4#,2019-08-21 17:24:52,2019-08-21 17:24:52,"1"
GX24-401AB,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:55,2019-08-21 17:25:55,"1"
GX24-401AB,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:55,2019-08-21 17:25:55,"1"
GX24-401AB,GKSB-005,CrossSellReference,it,Rank|1#,2019-08-21 17:25:55,2019-08-21 17:25:55,"1"
GX24-401AB,GX100,CrossSellReference,it,Rank|4#,2019-08-21 17:25:55,2019-08-21 17:25:55,"1"
GX24-401AB,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:25,2019-08-21 17:26:25,"1"
GX24-401AB,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:25,2019-08-21 17:26:25,"1"
GX24-401AB,GKSB-005,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:25,2019-08-21 17:26:25,"1"
GX24-401AB,GX100,CrossSellReference,ja,Rank|4#,2019-08-21 17:26:25,2019-08-21 17:26:25,"1"
GX24-401AB,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:31,2019-08-21 17:24:31,"1"
GX24-401AB,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:31,2019-08-21 17:24:31,"1"
GX24-401AB,GKSB-005,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:31,2019-08-21 17:24:31,"1"
GX24-401AB,GX100,CrossSellReference,zh,Rank|4#,2019-08-21 17:24:31,2019-08-21 17:24:31,"1"
GX24-IPC,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:08,2019-08-21 17:25:08,"1"
GX24-IPC,GX100,CrossSellReference,de,Rank|4#,2019-08-21 17:25:08,2019-08-21 17:25:08,"1"
GX24-IPC,GKPC-020-P,CrossSellReference,de,Rank|1#,2019-08-21 17:25:08,2019-08-21 17:25:08,"1"
GX24-IPC,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:08,2019-08-21 17:25:08,"1"
GX24-IPC,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX24-IPC,GX100,CrossSellReference,en,Rank|4#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX24-IPC,GKPC-020-P,CrossSellReference,en,Rank|1#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX24-IPC,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX24-IPC,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:52,2019-08-21 17:26:52,"1"
GX24-IPC,GX100,CrossSellReference,es,Rank|4#,2019-08-21 17:26:52,2019-08-21 17:26:52,"1"
GX24-IPC,GKPC-020-P,CrossSellReference,es,Rank|1#,2019-08-21 17:26:52,2019-08-21 17:26:52,"1"
GX24-IPC,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:52,2019-08-21 17:26:52,"1"
GX24-IPC,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX24-IPC,GX100,CrossSellReference,fr,Rank|4#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX24-IPC,GKPC-020-P,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX24-IPC,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX24-IPC,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:51,2019-08-21 17:25:51,"1"
GX24-IPC,GX100,CrossSellReference,it,Rank|4#,2019-08-21 17:25:51,2019-08-21 17:25:51,"1"
GX24-IPC,GKPC-020-P,CrossSellReference,it,Rank|1#,2019-08-21 17:25:51,2019-08-21 17:25:51,"1"
GX24-IPC,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:51,2019-08-21 17:25:51,"1"
GX24-IPC,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX24-IPC,GX100,CrossSellReference,ja,Rank|4#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX24-IPC,GKPC-020-P,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX24-IPC,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX24-IPC,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:26,2019-08-21 17:24:26,"1"
GX24-IPC,GX100,CrossSellReference,zh,Rank|4#,2019-08-21 17:24:26,2019-08-21 17:24:26,"1"
GX24-IPC,GKPC-020-P,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:26,2019-08-21 17:24:26,"1"
GX24-IPC,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:26,2019-08-21 17:24:26,"1"
GX400,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX400,GX100,CrossSellReference,de,Rank|4#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX400,GKSB-005,CrossSellReference,de,Rank|1#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX400,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX400,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:30,2019-08-21 17:25:30,"1"
GX400,GX100,CrossSellReference,en,Rank|4#,2019-08-21 17:25:30,2019-08-21 17:25:30,"1"
GX400,GKSB-005,CrossSellReference,en,Rank|1#,2019-08-21 17:25:30,2019-08-21 17:25:30,"1"
GX400,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:30,2019-08-21 17:25:30,"1"
GX400,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX400,GX100,CrossSellReference,es,Rank|4#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX400,GKSB-005,CrossSellReference,es,Rank|1#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX400,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX400,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX400,GX100,CrossSellReference,fr,Rank|4#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX400,GKSB-005,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX400,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX400,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX400,GX100,CrossSellReference,it,Rank|4#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX400,GKSB-005,CrossSellReference,it,Rank|1#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX400,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX400,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:20,2019-08-21 17:26:20,"1"
GX400,GX100,CrossSellReference,ja,Rank|4#,2019-08-21 17:26:20,2019-08-21 17:26:20,"1"
GX400,GKSB-005,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:20,2019-08-21 17:26:20,"1"
GX400,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:20,2019-08-21 17:26:20,"1"
GX400,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX400,GX100,CrossSellReference,zh,Rank|4#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX400,GKSB-005,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX400,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX96-100,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:12,2019-08-21 17:25:12,"1"
GX96-100,GKPC-020-P,CrossSellReference,de,Rank|1#,2019-08-21 17:25:12,2019-08-21 17:25:12,"1"
GX96-100,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:12,2019-08-21 17:25:12,"1"
GX96-100,GX100,CrossSellReference,de,Rank|4#,2019-08-21 17:25:12,2019-08-21 17:25:12,"1"
GX96-100,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:33,2019-08-21 17:25:33,"1"
GX96-100,GKPC-020-P,CrossSellReference,en,Rank|1#,2019-08-21 17:25:33,2019-08-21 17:25:33,"1"
GX96-100,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:33,2019-08-21 17:25:33,"1"
GX96-100,GX100,CrossSellReference,en,Rank|4#,2019-08-21 17:25:33,2019-08-21 17:25:33,"1"
GX96-100,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:57,2019-08-21 17:26:57,"1"
GX96-100,GKPC-020-P,CrossSellReference,es,Rank|1#,2019-08-21 17:26:57,2019-08-21 17:26:57,"1"
GX96-100,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:57,2019-08-21 17:26:57,"1"
GX96-100,GX100,CrossSellReference,es,Rank|4#,2019-08-21 17:26:57,2019-08-21 17:26:57,"1"
GX96-100,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:51,2019-08-21 17:24:51,"1"
GX96-100,GKPC-020-P,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:51,2019-08-21 17:24:51,"1"
GX96-100,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:51,2019-08-21 17:24:51,"1"
GX96-100,GX100,CrossSellReference,fr,Rank|4#,2019-08-21 17:24:51,2019-08-21 17:24:51,"1"
GX96-100,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:55,2019-08-21 17:25:55,"1"
GX96-100,GKPC-020-P,CrossSellReference,it,Rank|1#,2019-08-21 17:25:55,2019-08-21 17:25:55,"1"
GX96-100,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:55,2019-08-21 17:25:55,"1"
GX96-100,GX100,CrossSellReference,it,Rank|4#,2019-08-21 17:25:55,2019-08-21 17:25:55,"1"
GX96-100,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:24,2019-08-21 17:26:24,"1"
GX96-100,GKPC-020-P,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:24,2019-08-21 17:26:24,"1"
GX96-100,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:24,2019-08-21 17:26:24,"1"
GX96-100,GX100,CrossSellReference,ja,Rank|4#,2019-08-21 17:26:24,2019-08-21 17:26:24,"1"
GX96-100,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:30,2019-08-21 17:24:30,"1"
GX96-100,GKPC-020-P,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:30,2019-08-21 17:24:30,"1"
GX96-100,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:30,2019-08-21 17:24:30,"1"
GX96-100,GX100,CrossSellReference,zh,Rank|4#,2019-08-21 17:24:30,2019-08-21 17:24:30,"1"
GX96-102,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX96-102,GKPC-020-P,CrossSellReference,de,Rank|1#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX96-102,GX100,CrossSellReference,de,Rank|4#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX96-102,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX96-102,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX96-102,GKPC-020-P,CrossSellReference,en,Rank|1#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX96-102,GX100,CrossSellReference,en,Rank|4#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX96-102,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX96-102,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX96-102,GKPC-020-P,CrossSellReference,es,Rank|1#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX96-102,GX100,CrossSellReference,es,Rank|4#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX96-102,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX96-102,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX96-102,GKPC-020-P,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX96-102,GX100,CrossSellReference,fr,Rank|4#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX96-102,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX96-102,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX96-102,GKPC-020-P,CrossSellReference,it,Rank|1#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX96-102,GX100,CrossSellReference,it,Rank|4#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX96-102,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX96-102,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX96-102,GKPC-020-P,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX96-102,GX100,CrossSellReference,ja,Rank|4#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX96-102,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX96-102,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX96-102,GKPC-020-P,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX96-102,GX100,CrossSellReference,zh,Rank|4#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX96-102,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX96-201PC,GX100,CrossSellReference,de,Rank|4#,2019-08-21 17:25:08,2019-08-21 17:25:08,"1"
GX96-201PC,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:08,2019-08-21 17:25:08,"1"
GX96-201PC,GKPC-020-P,CrossSellReference,de,Rank|1#,2019-08-21 17:25:08,2019-08-21 17:25:08,"1"
GX96-201PC,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:08,2019-08-21 17:25:08,"1"
GX96-201PC,GX100,CrossSellReference,en,Rank|4#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX96-201PC,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX96-201PC,GKPC-020-P,CrossSellReference,en,Rank|1#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX96-201PC,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:29,2019-08-21 17:25:29,"1"
GX96-201PC,GX100,CrossSellReference,es,Rank|4#,2019-08-21 17:26:52,2019-08-21 17:26:52,"1"
GX96-201PC,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:52,2019-08-21 17:26:52,"1"
GX96-201PC,GKPC-020-P,CrossSellReference,es,Rank|1#,2019-08-21 17:26:52,2019-08-21 17:26:52,"1"
GX96-201PC,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:52,2019-08-21 17:26:52,"1"
GX96-201PC,GX100,CrossSellReference,fr,Rank|4#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX96-201PC,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX96-201PC,GKPC-020-P,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX96-201PC,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:48,2019-08-21 17:24:48,"1"
GX96-201PC,GX100,CrossSellReference,it,Rank|4#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX96-201PC,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX96-201PC,GKPC-020-P,CrossSellReference,it,Rank|1#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX96-201PC,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX96-201PC,GX100,CrossSellReference,ja,Rank|4#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX96-201PC,"683775-913",CrossSellReference,ja,Rank|3#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX96-201PC,GKPC-020-P,CrossSellReference,ja,Rank|1#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX96-201PC,"859700-913",CrossSellReference,ja,Rank|2#,2019-08-21 17:26:19,2019-08-21 17:26:19,"1"
GX96-201PC,GX100,CrossSellReference,zh,Rank|4#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX96-201PC,"683775-913",CrossSellReference,zh,Rank|3#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX96-201PC,GKPC-020-P,CrossSellReference,zh,Rank|1#,2019-08-21 17:24:26,2019-08-21 17:24:26,"1"
GX96-201PC,"859700-913",CrossSellReference,zh,Rank|2#,2019-08-21 17:24:27,2019-08-21 17:24:27,"1"
GX96-202IAB,GX100,CrossSellReference,de,Rank|4#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX96-202IAB,GKIB-005,CrossSellReference,de,Rank|1#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX96-202IAB,"683775-913",CrossSellReference,de,Rank|3#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX96-202IAB,"859700-913",CrossSellReference,de,Rank|2#,2019-08-21 17:25:09,2019-08-21 17:25:09,"1"
GX96-202IAB,GX100,CrossSellReference,en,Rank|4#,2019-08-21 17:25:30,2019-08-21 17:25:30,"1"
GX96-202IAB,GKIB-005,CrossSellReference,en,Rank|1#,2019-08-21 17:25:30,2019-08-21 17:25:30,"1"
GX96-202IAB,"683775-913",CrossSellReference,en,Rank|3#,2019-08-21 17:25:30,2019-08-21 17:25:30,"1"
GX96-202IAB,"859700-913",CrossSellReference,en,Rank|2#,2019-08-21 17:25:30,2019-08-21 17:25:30,"1"
GX96-202IAB,GX100,CrossSellReference,es,Rank|4#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX96-202IAB,GKIB-005,CrossSellReference,es,Rank|1#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX96-202IAB,"683775-913",CrossSellReference,es,Rank|3#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX96-202IAB,"859700-913",CrossSellReference,es,Rank|2#,2019-08-21 17:26:53,2019-08-21 17:26:53,"1"
GX96-202IAB,GX100,CrossSellReference,fr,Rank|4#,2019-08-21 17:24:49,2019-08-21 17:24:49,"1"
GX96-202IAB,GKIB-005,CrossSellReference,fr,Rank|1#,2019-08-21 17:24:49,2019-08-21 17:24:49,"1"
GX96-202IAB,"683775-913",CrossSellReference,fr,Rank|3#,2019-08-21 17:24:49,2019-08-21 17:24:49,"1"
GX96-202IAB,"859700-913",CrossSellReference,fr,Rank|2#,2019-08-21 17:24:49,2019-08-21 17:24:49,"1"
GX96-202IAB,GX100,CrossSellReference,it,Rank|4#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX96-202IAB,GKIB-005,CrossSellReference,it,Rank|1#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX96-202IAB,"683775-913",CrossSellReference,it,Rank|3#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
GX96-202IAB,"859700-913",CrossSellReference,it,Rank|2#,2019-08-21 17:25:52,2019-08-21 17:25:52,"1"
